country,time,life_expectancy
abw,1891,34.42
aus,1891,45.16
aut,1891,37.3
aze,1891,30.37
bhs,1891,35.18
bhr,1891,30.3
bgd,1891,21.6
brb,1891,32.12
blr,1891,36.2
bel,1891,44.06
blz,1891,26.5
ben,1891,31
bmu,1891,
btn,1891,28.8
bol,1891,33
bih,1891,35.1
bwa,1891,33.6
bra,1891,31.98
brn,1891,29.2
bgr,1891,39.8
bfa,1891,29.2
bdi,1891,31.5
khm,1891,35
cmr,1891,28.75
can,1891,45.17
cpv,1891,33.8
cym,1891,
caf,1891,30
tcd,1891,30.9
chl,1891,32
chn,1891,32
col,1891,32
com,1891,32.1
cod,1891,31.6
cog,1891,32.7
cri,1891,31.02
civ,1891,31.16
hrv,1891,36.1
cub,1891,35.38
cyp,1891,38.51
cze,1891,34.99
dnk,1891,46.83
dji,1891,29.9
dma,1891,
dom,1891,29.9
ecu,1891,32.9
egy,1891,33
slv,1891,28.7
gnq,1891,29.8
eri,1891,30.2
est,1891,42.42
eth,1891,8
fji,1891,26.1
fin,1891,42.57
fra,1891,44.11
gab,1891,30.6
gmb,1891,28.8
geo,1891,33.07
deu,1891,41.2
gha,1891,28
grc,1891,38.34
grl,1891,31.51
grd,1891,37.3
gtm,1891,25.81
gin,1891,30.44
gnb,1891,32
guy,1891,31.12
hti,1891,29
hnd,1891,33.9
hkg,1891,34.9
hun,1891,36.13
isl,1891,47.49
ind,1891,23.03
idn,1891,30
irn,1891,25.6
irq,1891,31.2
irl,1891,46.76
isr,1891,32
ita,1891,38.46
jam,1891,37.3
jpn,1891,37.76
jor,1891,31.7
kaz,1891,27.4
ken,1891,25.5
kir,1891,24.9
kwt,1891,26
kgz,1891,25.14
lao,1891,31.9
lva,1891,43.29
lbn,1891,29.7
lso,1891,32.8
lbr,1891,31.1
lby,1891,33.1
ltu,1891,37.86
lux,1891,42.94
mac,1891,34.7
mkd,1891,36.1
mdg,1891,30.5
mwi,1891,30.3
mys,1891,30.6
mdv,1891,32.65
mli,1891,26.41
mlt,1891,37.68
mhl,1891,
mrt,1891,32
mus,1891,35.38
mex,1891,25.7
fsm,1891,26.7
mda,1891,33.15
mco,1891,
mng,1891,31.8
mne,1891,35.4
mar,1891,33.1
moz,1891,30.28
mmr,1891,30.8
nam,1891,32.4
nru,1891,
npl,1891,32.8
nld,1891,44.25
nzl,1891,43.42
nic,1891,25.4
ner,1891,30.8
nga,1891,30.4
prk,1891,26
nor,1891,49.79
omn,1891,32.3
pak,1891,25.15
plw,1891,
pan,1891,32.9
png,1891,31.5
pry,1891,35.5
per,1891,35.7
phl,1891,30.9
pol,1891,37.71
prt,1891,35.6
pri,1891,30.43
qat,1891,30.8
rou,1891,35.7
rus,1891,26.39
rwa,1891,31.8
wsm,1891,25.4
smr,1891,
stp,1891,31
sau,1891,32.1
sen,1891,25.2
srb,1891,35.5
syc,1891,42.51
sle,1891,25.1
sgp,1891,34
svk,1891,36.4
svn,1891,36.6
slb,1891,25.1
som,1891,29.4
zaf,1891,33.5
kor,1891,25.8
ssd,1891,26.67
esp,1891,31.84
lka,1891,32.6
kna,1891,
lca,1891,28.01
vct,1891,25.99
sdn,1891,31.4
sur,1891,32.9
swz,1891,32.3
swe,1891,51.09
che,1891,44.71
syr,1891,31.1
twn,1891,28.3
tjk,1891,25.44
tza,1891,32.2
tha,1891,30.4
tls,1891,28.95
tgo,1891,31.3
ton,1891,28.2
tto,1891,38.8
tun,1891,28.8
tur,1891,35
tkm,1891,23.66
tca,1891,
tuv,1891,
uga,1891,25.3
ukr,1891,36.6
are,1891,30.7
gbr,1891,44.29
usa,1891,45.58
ury,1891,32.9
uzb,1891,28.13
vut,1891,24.3
ven,1891,32.2
vnm,1891,32
pse,1891,32.1
yem,1891,23.39
zmb,1891,32.6
zwe,1891,33.7
guf,1891,30.5
pyf,1891,25.6
glp,1891,27.66
gum,1891,27.5
mtq,1891,30.15
myt,1891,32.5
ant,1891,34.41
ncl,1891,26
reu,1891,33
vir,1891,33.4
esh,1891,34.75
akr_a_dhe,1891,
asm,1891,
aia,1891,
vgb,1891,
chanisl,1891,
cxr,1891,
cck,1891,
cok,1891,
cheslo,1891,
deu_east,1891,
eri_a_eth,1891,
fro,1891,
flk,1891,
gib,1891,
gbg,1891,
hos,1891,
gbm,1891,
jey,1891,
kos,1891,
lie,1891,
msr,1891,
niu,1891,
nfk,1891,
yem_north,1891,
mnp,1891,
pcn,1891,
scg,1891,
scg_ex_kos,1891,
yem_south,1891,
stbar,1891,
shn,1891,
stmar,1891,
spm,1891,
sjm,1891,
tkl,1891,
ussr,1891,
korea_union,1891,
wlf,1891,
deu_west,1891,
yug,1891,
ala,1891,
afg,1892,27.27
alb,1892,35.4
dza,1892,28.82
and,1892,
ago,1892,26.98
atg,1892,33.54
arg,1892,33.72
arm,1892,35.4
abw,1892,34.42
aus,1892,45.69
aut,1892,37.77
aze,1892,30.57
bhs,1892,35.18
bhr,1892,30.3
bgd,1892,21
brb,1892,32.12
blr,1892,36.2
bel,1892,43.16
blz,1892,26.5
ben,1892,31
bmu,1892,
btn,1892,28.8
bol,1892,33
bih,1892,35.1
bwa,1892,33.6
bra,1892,31.98
brn,1892,29.2
bgr,1892,39.85
bfa,1892,29.2
bdi,1892,31.5
khm,1892,35
cmr,1892,28.75
can,1892,45.52
cpv,1892,33.8
cym,1892,
caf,1892,30
tcd,1892,30.9
chl,1892,32
chn,1892,32
col,1892,32
com,1892,32.1
cod,1892,31.6
cog,1892,32.7
cri,1892,31.43
civ,1892,31.16
hrv,1892,36.1
cub,1892,31.22
cyp,1892,38.51
cze,1892,35
dnk,1892,47.49
dji,1892,29.9
dma,1892,
dom,1892,29.9
ecu,1892,32.9
egy,1892,33
slv,1892,28.7
gnq,1892,29.8
eri,1892,30.2
est,1892,42.57
eth,1892,14
fji,1892,26.1
fin,1892,39.73
fra,1892,43.57
gab,1892,30.6
gmb,1892,28.8
geo,1892,33.27
deu,1892,41.5
gha,1892,28
grc,1892,38.5
grl,1892,32.06
grd,1892,37.3
gtm,1892,25.81
gin,1892,30.45
gnb,1892,32
guy,1892,31.12
hti,1892,29
hnd,1892,33.9
hkg,1892,34.9
hun,1892,36.27
isl,1892,52.73
ind,1892,22.65
idn,1892,30
irn,1892,25.6
irq,1892,31.2
irl,1892,47.02
isr,1892,32
ita,1892,38.84
jam,1892,39.2
jpn,1892,37.84
jor,1892,31.7
kaz,1892,27.6
ken,1892,25.5
kir,1892,24.9
kwt,1892,26
kgz,1892,25.34
lao,1892,31.9
lva,1892,43.63
lbn,1892,29.7
lso,1892,32.8
lbr,1892,31.1
lby,1892,33.1
ltu,1892,38.29
lux,1892,43.44
mac,1892,34.7
mkd,1892,36.1
mdg,1892,30.5
mwi,1892,30.3
mys,1892,30.6
mdv,1892,32.65
mli,1892,26.41
mlt,1892,38.15
mhl,1892,
mrt,1892,32
mus,1892,28
mex,1892,24.49
fsm,1892,26.7
mda,1892,33.15
mco,1892,
mng,1892,31.8
mne,1892,35.4
mar,1892,33.1
moz,1892,30.28
mmr,1892,30.8
nam,1892,32.4
nru,1892,
npl,1892,32.8
nld,1892,43.95
nzl,1892,43.87
nic,1892,25.4
ner,1892,30.8
nga,1892,30.4
prk,1892,26
nor,1892,49.68
omn,1892,32.3
pak,1892,23.56
plw,1892,
pan,1892,32.9
png,1892,31.5
pry,1892,35.5
per,1892,35.7
phl,1892,30.9
pol,1892,38.02
prt,1892,35.6
pri,1892,30.43
qat,1892,30.8
rou,1892,35.7
rus,1892,21.26
rwa,1892,31.8
wsm,1892,25.4
smr,1892,
stp,1892,31
sau,1892,32.1
sen,1892,25.2
srb,1892,35.5
syc,1892,42.77
sle,1892,25.1
sgp,1892,34
svk,1892,36.4
svn,1892,36.6
slb,1892,25.1
som,1892,29.4
zaf,1892,33.5
kor,1892,25.8
ssd,1892,26.67
esp,1892,32.1
lka,1892,32.6
kna,1892,
lca,1892,28.01
vct,1892,25.99
sdn,1892,31.4
sur,1892,32.9
swz,1892,32.3
swe,1892,50.61
che,1892,47.23
syr,1892,31.1
twn,1892,28.3
tjk,1892,25.64
tza,1892,32.2
tha,1892,30.4
tls,1892,28.95
tgo,1892,31.3
ton,1892,28.2
tto,1892,38.8
tun,1892,28.8
tur,1892,35
tkm,1892,23.86
tca,1892,
tuv,1892,
uga,1892,25.3
ukr,1892,36.6
are,1892,30.7
gbr,1892,45.51
usa,1892,45.95
ury,1892,32.9
uzb,1892,28.33
vut,1892,24.3
ven,1892,32.2
vnm,1892,32
pse,1892,32.1
yem,1892,23.39
zmb,1892,32.6
zwe,1892,33.7
guf,1892,30.5
pyf,1892,25.6
glp,1892,27.66
gum,1892,27.5
mtq,1892,30.15
myt,1892,32.5
ant,1892,34.41
ncl,1892,26
reu,1892,33
vir,1892,33.4
esh,1892,34.75
akr_a_dhe,1892,
asm,1892,
aia,1892,
vgb,1892,
chanisl,1892,
cxr,1892,
cck,1892,
cok,1892,
cheslo,1892,
deu_east,1892,
eri_a_eth,1892,
fro,1892,
flk,1892,
gib,1892,
gbg,1892,
hos,1892,
gbm,1892,
jey,1892,
kos,1892,
lie,1892,
msr,1892,
niu,1892,
nfk,1892,
yem_north,1892,
mnp,1892,
pcn,1892,
scg,1892,
scg_ex_kos,1892,
yem_south,1892,
stbar,1892,
shn,1892,
stmar,1892,
spm,1892,
sjm,1892,
tkl,1892,
ussr,1892,
korea_union,1892,
wlf,1892,
deu_west,1892,
yug,1892,
ala,1892,
afg,1893,27.26
alb,1893,35.4
dza,1893,28.82
and,1893,
ago,1893,26.98
atg,1893,33.54
arg,1893,33.58
arm,1893,35.6
abw,1893,34.42
aus,1893,46.22
aut,1893,38.24
aze,1893,30.77
bhs,1893,35.18
bhr,1893,30.3
bgd,1893,22.36
brb,1893,32.12
blr,1893,36.2
bel,1893,44.44
blz,1893,26.5
ben,1893,31
bmu,1893,
btn,1893,28.8
bol,1893,33
bih,1893,35.1
bwa,1893,33.6
bra,1893,31.98
brn,1893,29.2
bgr,1893,39.89
bfa,1893,29.2
bdi,1893,31.5
khm,1893,35
cmr,1893,28.75
can,1893,45.87
cpv,1893,33.8
cym,1893,
caf,1893,30
tcd,1893,30.9
chl,1893,32
chn,1893,32
col,1893,32
com,1893,32.1
cod,1893,31.6
cog,1893,32.7
cri,1893,31.84
civ,1893,31.16
hrv,1893,36.1
cub,1893,27.06
cyp,1893,38.51
cze,1893,35
dnk,1893,47.14
dji,1893,29.9
dma,1893,
dom,1893,29.9
ecu,1893,32.9
egy,1893,33
slv,1893,28.7
gnq,1893,29.8
eri,1893,30.2
est,1893,42.73
eth,1893,29.7
fji,1893,26.1
fin,1893,43.34
fra,1893,43.6
gab,1893,30.6
gmb,1893,28.8
geo,1893,33.47
deu,1893,41.79
gha,1893,28
grc,1893,38.68
grl,1893,32.62
grd,1893,37.3
gtm,1893,25.81
gin,1893,30.46
gnb,1893,32
guy,1893,31.12
hti,1893,29
hnd,1893,33.9
hkg,1893,34.9
hun,1893,36.4
isl,1893,52.58
ind,1893,24.11
idn,1893,30
irn,1893,25.6
irq,1893,31.2
irl,1893,47.29
isr,1893,32
ita,1893,39.79
jam,1893,38.6
jpn,1893,37.93
jor,1893,31.7
kaz,1893,27.8
ken,1893,25.5
kir,1893,24.9
kwt,1893,26
kgz,1893,25.54
lao,1893,31.9
lva,1893,43.96
lbn,1893,29.7
lso,1893,32.8
lbr,1893,31.1
lby,1893,33.1
ltu,1893,38.71
lux,1893,43.95
mac,1893,34.7
mkd,1893,36.1
mdg,1893,30.5
mwi,1893,30.3
mys,1893,30.6
mdv,1893,32.65
mli,1893,26.41
mlt,1893,38.63
mhl,1893,
mrt,1893,32
mus,1893,23.17
mex,1893,23.29
fsm,1893,26.7
mda,1893,33.15
mco,1893,
mng,1893,31.8
mne,1893,35.4
mar,1893,33.1
moz,1893,30.28
mmr,1893,30.8
nam,1893,32.4
nru,1893,
npl,1893,32.8
nld,1893,45.8
nzl,1893,44.31
nic,1893,25.4
ner,1893,30.8
nga,1893,30.4
prk,1893,26
nor,1893,51.41
omn,1893,32.3
pak,1893,24.37
plw,1893,
pan,1893,32.9
png,1893,31.5
pry,1893,35.5
per,1893,35.7
phl,1893,30.9
pol,1893,38.32
prt,1893,35.6
pri,1893,30.43
qat,1893,30.8
rou,1893,35.7
rus,1893,27.6
rwa,1893,31.8
wsm,1893,25.4
smr,1893,
stp,1893,31
sau,1893,32.1
sen,1893,25.2
srb,1893,35.5
syc,1893,43.04
sle,1893,25.1
sgp,1893,34
svk,1893,36.4
svn,1893,36.6
slb,1893,25.1
som,1893,29.4
zaf,1893,33.5
kor,1893,25.8
ssd,1893,26.67
esp,1893,32.44
lka,1893,32.6
kna,1893,
lca,1893,28.01
vct,1893,25.99
sdn,1893,31.4
sur,1893,32.9
swz,1893,32.3
swe,1893,51.36
che,1893,46.07
syr,1893,31.1
twn,1893,28.3
tjk,1893,25.84
tza,1893,32.2
tha,1893,30.4
tls,1893,28.95
tgo,1893,31.3
ton,1893,8
tto,1893,38.8
tun,1893,28.8
tur,1893,35
tkm,1893,24.06
tca,1893,
tuv,1893,
uga,1893,25.3
ukr,1893,36.6
are,1893,30.7
gbr,1893,44.87
usa,1893,46.33
ury,1893,32.9
uzb,1893,28.53
vut,1893,24.3
ven,1893,32.2
vnm,1893,32
pse,1893,32.1
yem,1893,23.39
zmb,1893,32.6
zwe,1893,33.7
guf,1893,30.5
pyf,1893,25.6
glp,1893,27.66
gum,1893,27.5
mtq,1893,30.15
myt,1893,32.5
ant,1893,34.41
ncl,1893,26
reu,1893,33
vir,1893,33.4
esh,1893,34.75
akr_a_dhe,1893,
asm,1893,
aia,1893,
vgb,1893,
chanisl,1893,
cxr,1893,
cck,1893,
cok,1893,
cheslo,1893,
deu_east,1893,
eri_a_eth,1893,
fro,1893,
flk,1893,
gib,1893,
gbg,1893,
hos,1893,
gbm,1893,
jey,1893,
kos,1893,
lie,1893,
msr,1893,
niu,1893,
nfk,1893,
yem_north,1893,
mnp,1893,
pcn,1893,
scg,1893,
scg_ex_kos,1893,
yem_south,1893,
stbar,1893,
shn,1893,
stmar,1893,
spm,1893,
sjm,1893,
tkl,1893,
ussr,1893,
korea_union,1893,
wlf,1893,
deu_west,1893,
yug,1893,
ala,1893,
afg,1894,27.25
alb,1894,35.4
dza,1894,28.82
and,1894,
ago,1894,26.98
atg,1894,33.54
arg,1894,33.44
arm,1894,35.8
abw,1894,34.42
aus,1894,46.75
aut,1894,38.71
aze,1894,30.97
bhs,1894,35.18
bhr,1894,30.3
bgd,1894,22.18
brb,1894,32.12
blr,1894,36.2
bel,1894,46.65
blz,1894,26.5
ben,1894,31
bmu,1894,
btn,1894,28.8
bol,1894,33
bih,1894,35.1
bwa,1894,33.6
bra,1894,31.98
brn,1894,29.2
bgr,1894,39.94
bfa,1894,29.2
bdi,1894,31.5
khm,1894,35
cmr,1894,28.75
can,1894,46.21
cpv,1894,33.8
cym,1894,
caf,1894,30
tcd,1894,30.9
chl,1894,32
chn,1894,32
col,1894,32
com,1894,32.1
cod,1894,31.6
cog,1894,32.7
cri,1894,32.25
civ,1894,31.16
hrv,1894,36.1
cub,1894,22.9
cyp,1894,38.51
cze,1894,35
dnk,1894,49.42
dji,1894,29.9
dma,1894,
dom,1894,29.9
ecu,1894,32.9
egy,1894,33
slv,1894,28.7
gnq,1894,29.8
eri,1894,30.2
est,1894,42.88
eth,1894,29.7
fji,1894,26.1
fin,1894,45.22
fra,1894,45.53
gab,1894,30.6
gmb,1894,28.8
geo,1894,33.67
deu,1894,42.09
gha,1894,28
grc,1894,38.86
grl,1894,33.17
grd,1894,37.3
gtm,1894,25.82
gin,1894,30.47
gnb,1894,32
guy,1894,31.12
hti,1894,29
hnd,1894,33.9
hkg,1894,34.9
hun,1894,36.53
isl,1894,44.79
ind,1894,24.03
idn,1894,30
irn,1894,25.6
irq,1894,31.2
irl,1894,47.55
isr,1894,32
ita,1894,39.91
jam,1894,39
jpn,1894,38.01
jor,1894,31.7
kaz,1894,28
ken,1894,25.5
kir,1894,24.9
kwt,1894,26
kgz,1894,25.74
lao,1894,31.9
lva,1894,44.29
lbn,1894,29.7
lso,1894,32.8
lbr,1894,31.1
lby,1894,33.1
ltu,1894,39.14
lux,1894,44.45
mac,1894,34.7
mkd,1894,36.1
mdg,1894,30.5
mwi,1894,30.3
mys,1894,30.6
mdv,1894,32.65
mli,1894,26.41
mlt,1894,39.1
mhl,1894,
mrt,1894,32
mus,1894,33.32
mex,1894,26.62
fsm,1894,26.7
mda,1894,33.15
mco,1894,
mng,1894,31.8
mne,1894,35.4
mar,1894,33.1
moz,1894,30.28
mmr,1894,30.8
nam,1894,32.4
nru,1894,
npl,1894,32.8
nld,1894,46.93
nzl,1894,44.76
nic,1894,25.4
ner,1894,30.8
nga,1894,30.4
prk,1894,26
nor,1894,50.62
omn,1894,32.3
pak,1894,23.98
plw,1894,
pan,1894,32.9
png,1894,31.5
pry,1894,35.5
per,1894,35.7
phl,1894,30.9
pol,1894,38.62
prt,1894,35.6
pri,1894,30.43
qat,1894,30.8
rou,1894,35.7
rus,1894,28.1
rwa,1894,31.8
wsm,1894,25.4
smr,1894,
stp,1894,31
sau,1894,32.1
sen,1894,25.2
srb,1894,35.5
syc,1894,43.3
sle,1894,25.1
sgp,1894,34
svk,1894,36.4
svn,1894,36.6
slb,1894,25.1
som,1894,29.4
zaf,1894,33.5
kor,1894,25.8
ssd,1894,26.67
esp,1894,32.78
lka,1894,32.6
kna,1894,
lca,1894,28.01
vct,1894,25.99
sdn,1894,31.4
sur,1894,32.9
swz,1894,32.3
swe,1894,52.1
che,1894,45.79
syr,1894,31.1
twn,1894,28.3
tjk,1894,26.04
tza,1894,32.2
tha,1894,30.4
tls,1894,28.95
tgo,1894,31.3
ton,1894,28.2
tto,1894,38.8
tun,1894,28.8
tur,1894,35
tkm,1894,24.26
tca,1894,
tuv,1894,
uga,1894,25.3
ukr,1894,36.6
are,1894,30.7
gbr,1894,48.34
usa,1894,46.7
ury,1894,32.9
uzb,1894,28.73
vut,1894,24.3
ven,1894,32.2
vnm,1894,32
pse,1894,32.1
yem,1894,23.39
zmb,1894,32.6
zwe,1894,33.7
guf,1894,30.5
pyf,1894,25.6
glp,1894,27.66
gum,1894,27.5
mtq,1894,30.15
myt,1894,32.5
ant,1894,34.41
ncl,1894,26
reu,1894,33
vir,1894,33.4
esh,1894,34.75
akr_a_dhe,1894,
asm,1894,
aia,1894,
vgb,1894,
chanisl,1894,
cxr,1894,
cck,1894,
cok,1894,
cheslo,1894,
deu_east,1894,
eri_a_eth,1894,
fro,1894,
flk,1894,
gib,1894,
gbg,1894,
hos,1894,
gbm,1894,
jey,1894,
kos,1894,
lie,1894,
msr,1894,
niu,1894,
nfk,1894,
yem_north,1894,
mnp,1894,
pcn,1894,
scg,1894,
scg_ex_kos,1894,
yem_south,1894,
stbar,1894,
shn,1894,
stmar,1894,
spm,1894,
sjm,1894,
tkl,1894,
ussr,1894,
korea_union,1894,
wlf,1894,
deu_west,1894,
yug,1894,
ala,1894,
afg,1895,27.24
alb,1895,35.4
dza,1895,28.82
and,1895,
ago,1895,26.98
atg,1895,33.54
arg,1895,33.3
arm,1895,36
abw,1895,34.42
aus,1895,47.28
aut,1895,39.18
aze,1895,31.17
bhs,1895,35.18
bhr,1895,30.3
bgd,1895,22
brb,1895,32.12
blr,1895,36.2
bel,1895,45.46
blz,1895,26.5
ben,1895,31
bmu,1895,
btn,1895,28.8
bol,1895,33
bih,1895,35.1
bwa,1895,33.6
bra,1895,31.98
brn,1895,29.2
bgr,1895,39.98
bfa,1895,29.2
bdi,1895,31.5
khm,1895,35
cmr,1895,28.75
can,1895,46.56
cpv,1895,33.8
cym,1895,
caf,1895,30
tcd,1895,30.9
chl,1895,32
chn,1895,32
col,1895,32
com,1895,32.1
cod,1895,31.6
cog,1895,32.7
cri,1895,32.65
civ,1895,31.16
hrv,1895,36.1
cub,1895,22.1
cyp,1895,38.51
cze,1895,35.88
dnk,1895,50.93
dji,1895,29.9
dma,1895,
dom,1895,29.9
ecu,1895,32.9
egy,1895,33
slv,1895,28.7
gnq,1895,29.8
eri,1895,30.2
est,1895,43.03
eth,1895,29.5
fji,1895,26.1
fin,1895,47.64
fra,1895,45.2
gab,1895,30.6
gmb,1895,28.8
geo,1895,33.87
deu,1895,42.38
gha,1895,28
grc,1895,39.04
grl,1895,33.73
grd,1895,37.3
gtm,1895,25.82
gin,1895,30.48
gnb,1895,32
guy,1895,31.12
hti,1895,29
hnd,1895,33.9
hkg,1895,34.9
hun,1895,36.67
isl,1895,52.52
ind,1895,23.95
idn,1895,30
irn,1895,25.6
irq,1895,31.2
irl,1895,47.81
isr,1895,32
ita,1895,39.61
jam,1895,37.4
jpn,1895,38.1
jor,1895,31.7
kaz,1895,28.2
ken,1895,25.5
kir,1895,24.9
kwt,1895,26
kgz,1895,25.94
lao,1895,31.9
lva,1895,44.62
lbn,1895,29.7
lso,1895,32.8
lbr,1895,31.1
lby,1895,33.1
ltu,1895,39.57
lux,1895,44.96
mac,1895,34.7
mkd,1895,36.1
mdg,1895,30.5
mwi,1895,30.3
mys,1895,30.6
mdv,1895,32.65
mli,1895,26.41
mlt,1895,39.57
mhl,1895,
mrt,1895,32
mus,1895,25.97
mex,1895,29.52
fsm,1895,26.7
mda,1895,33.15
mco,1895,
mng,1895,31.8
mne,1895,35.4
mar,1895,33.1
moz,1895,30.28
mmr,1895,30.8
nam,1895,32.4
nru,1895,
npl,1895,32.8
nld,1895,46.64
nzl,1895,45.21
nic,1895,25.4
ner,1895,30.8
nga,1895,30.4
prk,1895,26
nor,1895,52.8
omn,1895,32.3
pak,1895,23.59
plw,1895,
pan,1895,32.9
png,1895,31.5
pry,1895,35.5
per,1895,35.7
phl,1895,30.9
pol,1895,38.92
prt,1895,35.6
pri,1895,30.79
qat,1895,30.8
rou,1895,35.7
rus,1895,26.95
rwa,1895,31.8
wsm,1895,25.4
smr,1895,
stp,1895,31
sau,1895,32.1
sen,1895,25.2
srb,1895,35.5
syc,1895,43.56
sle,1895,25.1
sgp,1895,34
svk,1895,36.4
svn,1895,36.6
slb,1895,25.1
som,1895,29.4
zaf,1895,33.5
kor,1895,25.8
ssd,1895,26.67
esp,1895,33.11
lka,1895,32.6
kna,1895,
lca,1895,28.01
vct,1895,25.99
sdn,1895,31.4
sur,1895,32.9
swz,1895,32.3
swe,1895,54.16
che,1895,46.84
syr,1895,31.1
twn,1895,28.3
tjk,1895,26.24
tza,1895,32.2
tha,1895,30.4
tls,1895,28.95
tgo,1895,31.3
ton,1895,28.2
tto,1895,38.8
tun,1895,28.8
tur,1895,35
tkm,1895,24.46
tca,1895,
tuv,1895,
uga,1895,25.3
ukr,1895,36.6
are,1895,30.7
gbr,1895,45.73
usa,1895,47.07
ury,1895,32.9
uzb,1895,28.93
vut,1895,24.3
ven,1895,32.2
vnm,1895,32
pse,1895,32.1
yem,1895,23.39
zmb,1895,32.6
zwe,1895,33.7
guf,1895,30.5
pyf,1895,25.6
glp,1895,27.66
gum,1895,27.5
mtq,1895,30.15
myt,1895,32.5
ant,1895,34.41
ncl,1895,26
reu,1895,33
vir,1895,33.4
esh,1895,34.75
akr_a_dhe,1895,
asm,1895,
aia,1895,
vgb,1895,
chanisl,1895,
cxr,1895,
cck,1895,
cok,1895,
cheslo,1895,
deu_east,1895,
eri_a_eth,1895,
fro,1895,
flk,1895,
gib,1895,
gbg,1895,
hos,1895,
gbm,1895,
jey,1895,
kos,1895,
lie,1895,
msr,1895,
niu,1895,
nfk,1895,
yem_north,1895,
mnp,1895,
pcn,1895,
scg,1895,
scg_ex_kos,1895,
yem_south,1895,
stbar,1895,
shn,1895,
stmar,1895,
spm,1895,
sjm,1895,
tkl,1895,
ussr,1895,
korea_union,1895,
wlf,1895,
deu_west,1895,
yug,1895,
ala,1895,
afg,1896,27.23
alb,1896,35.4
dza,1896,28.82
and,1896,
ago,1896,26.98
atg,1896,33.54
arg,1896,34
arm,1896,36.2
abw,1896,34.42
aus,1896,47.81
aut,1896,39.65
aze,1896,31.37
bhs,1896,35.18
bhr,1896,30.3
bgd,1896,20
brb,1896,32.12
blr,1896,36.2
bel,1896,48.06
blz,1896,26.5
ben,1896,31
bmu,1896,
btn,1896,28.8
bol,1896,33
bih,1896,35.1
bwa,1896,33.6
bra,1896,31.98
brn,1896,29.2
bgr,1896,40.02
bfa,1896,29.2
bdi,1896,31.5
khm,1896,35
cmr,1896,28.75
can,1896,46.9
cpv,1896,33.8
cym,1896,
caf,1896,30
tcd,1896,30.9
chl,1896,32
chn,1896,32
col,1896,32
com,1896,32.1
cod,1896,31.6
cog,1896,32.7
cri,1896,33.06
civ,1896,31.16
hrv,1896,36.1
cub,1896,21.3
cyp,1896,39.16
cze,1896,36.76
dnk,1896,52.99
dji,1896,29.9
dma,1896,
dom,1896,29.9
ecu,1896,32.9
egy,1896,33
slv,1896,28.7
gnq,1896,29.8
eri,1896,30.2
est,1896,43.01
eth,1896,28.7
fji,1896,26.1
fin,1896,46.56
fra,1896,47.56
gab,1896,30.6
gmb,1896,28.8
geo,1896,34.07
deu,1896,42.69
gha,1896,28
grc,1896,39.22
grl,1896,34.28
grd,1896,37.3
gtm,1896,25.82
gin,1896,30.49
gnb,1896,32
guy,1896,31.12
hti,1896,29
hnd,1896,33.9
hkg,1896,34.9
hun,1896,36.8
isl,1896,53.22
ind,1896,22.75
idn,1896,30
irn,1896,25.6
irq,1896,31.2
irl,1896,48.08
isr,1896,32
ita,1896,40.7
jam,1896,37.6
jpn,1896,38.2
jor,1896,31.7
kaz,1896,28.4
ken,1896,25.5
kir,1896,24.9
kwt,1896,26
kgz,1896,26.14
lao,1896,31.9
lva,1896,44.95
lbn,1896,29.7
lso,1896,32.8
lbr,1896,31.1
lby,1896,33.1
ltu,1896,39.99
lux,1896,45.46
mac,1896,34.7
mkd,1896,36.1
mdg,1896,30.5
mwi,1896,30.3
mys,1896,30.6
mdv,1896,32.65
mli,1896,26.41
mlt,1896,40.04
mhl,1896,
mrt,1896,32
mus,1896,22.15
mex,1896,28.8
fsm,1896,26.7
mda,1896,33.15
mco,1896,
mng,1896,31.8
mne,1896,35.4
mar,1896,33.1
moz,1896,30.28
mmr,1896,30.8
nam,1896,32.4
nru,1896,
npl,1896,32.8
nld,1896,48.56
nzl,1896,45.65
nic,1896,25.4
ner,1896,30.8
nga,1896,30.4
prk,1896,26
nor,1896,53.84
omn,1896,32.3
pak,1896,23.2
plw,1896,
pan,1896,32.9
png,1896,31.5
pry,1896,35.5
per,1896,35.7
phl,1896,30.9
pol,1896,39.22
prt,1896,35.6
pri,1896,31.15
qat,1896,30.8
rou,1896,35.7
rus,1896,28.27
rwa,1896,31.8
wsm,1896,25.4
smr,1896,
stp,1896,31
sau,1896,32.1
sen,1896,25.2
srb,1896,35.5
syc,1896,43.82
sle,1896,25.1
sgp,1896,34
svk,1896,36.7
svn,1896,36.6
slb,1896,25.1
som,1896,29.4
zaf,1896,33.5
kor,1896,25.8
ssd,1896,26.67
esp,1896,33.45
lka,1896,32.6
kna,1896,
lca,1896,28.01
vct,1896,25.99
sdn,1896,31.4
sur,1896,32.9
swz,1896,32.3
swe,1896,53.49
che,1896,48.88
syr,1896,31.1
twn,1896,28.3
tjk,1896,26.44
tza,1896,32.2
tha,1896,30.4
tls,1896,28.95
tgo,1896,31.3
ton,1896,28.2
tto,1896,38.8
tun,1896,28.8
tur,1896,35
tkm,1896,24.66
tca,1896,
tuv,1896,
uga,1896,25.3
ukr,1896,36.6
are,1896,30.7
gbr,1896,47.41
usa,1896,47.44
ury,1896,32.9
uzb,1896,29.13
vut,1896,24.3
ven,1896,32.2
vnm,1896,32
